Title,Intervention,Health condition
"Immunogenicity and safety of a pentavalent acellular pertussis combined vaccine includingdiptheria, tetanus, inactivated poliovirus and conjugated Haemophilus Influenzae type b polysaccharide for primary vaccination at 2, 3, 4 or 3, 4, 5 months of age in infants in China",Vaccination,Diptheria
"Reactogenicity of tetanus,diptheria, 5-component acellular pertussis vaccine administered as a sixth consecutive acellular pertussis vaccine dose to adolescents",Vaccination,Diptheria
Randomized controlled trial to improve childhood immunization adherence in rural Pakistan: redesigned immunization card and maternal education,Vaccination,Diptheria
Safe and effective booster immunization using DTaP in teenagers,Vaccination,Diptheria
Immunogenicity and reactogenicity of co-administered tetanus-Diptheria-acellular pertussis (Tdap) and tetravalent meningococcal conjugate (MCV4) vaccines compared to their separate administration,Vaccination,Diptheria
Clinical reactions and immunogenicity of the BIKEN acellulardiptheria and tetanus toxoids and pertussis vaccine in 4- through 6-year-old US children [published errata appear in Am J Dis Child 1992 Jul;146(7):802 and 1992 Sep;146(9):1084],Vaccination,Diptheria
Safety and immunogenicity of Chiron/Biocine recombinant acellular pertussis-Diptheria-tetanus vaccine in infants and toddlers,Vaccination,Diptheria
Safety of combined oligosaccharide conjugate Haemophilus influenzae type b (HbOC) and whole celldiptheria-tetanus toxoids-pertussis vaccine in infancy. The Kaiser Permanente Pediatric Vaccine Study Group,Vaccination,Diptheria
"Immunogenicity and safety of a tetanus toxoid, reduceddiptheria toxoid and three-component acellular pertussis vaccine in adults 19-64 years of age",Vaccination,Diptheria
Comparison of acellular and whole-cell pertussis-componentdiptheria-tetanus-pertussis vaccines in infants. The APDT Vaccine Study Group,Vaccination,Diptheria
"Comparison of an acellular pertussis-componentdiptheria-tetanus-pertussis (DTP) vaccine with a whole-cell pertussis-component DTP vaccine in 17- to 24-month-old children, with measurement of 69-kilodalton outer membrane protein antibody",Vaccination,Diptheria
Home vaccination for children behind in their immunisation schedule: a randomised controlled trial,Vaccination,Diptheria
The new DTPw-HBV-Hib combination vaccine can be used at the who schedule with a monovalent dose of hepatitis B vaccine at birth,Vaccination,Diptheria
Diptheria and tetanus vaccine: a comparative study of reactogenicity,Vaccination,Diptheria
"Advantages of aluminium hydroxide adsorbed combineddiptheria, tetanus, and pertussis vaccines for the immunization of infants",Vaccination,Diptheria
"Comparative trial to assess the reactogenicity of thediptheria-tetanusacellular pertussis (DTPa) vaccine plus Haemophilus influenza type b (Hib) conjugate vaccine and that of thediptheria-tetanus-whole cell pertussis (DTPw) vaccine plus Hib conjugate vaccine, administered in single injection as a booster dose to 14-20 months-old children",Vaccination,Diptheria
Safety and immunogenicity of three doses of a Neisseria meningitidis A + Cdiptheria conjugate vaccine in infants from Niger,Vaccination,Diptheria
Safety and immunogenicity of a combineddiptheria-tetanus-acellular pertussis-inactivated polio vaccine-Haemophilus influenzae type b vaccine administered at 2-4-6-13 or 3-5-12 months of age,Vaccination,Diptheria
"Safety and immunogenicity of concomitant versus nonconcomitant administration of hepatitis B, tetanus-Diptheria, and measles-mumps-rubella vaccines in healthy eleven- to twelve-year-olds",Vaccination,Diptheria
A comparison of immunogenicity and safety of indigenously developed liquid (DTwPHB-Hib) pentavalent combination vaccine (Shan 5) with Easyfive (liq) and TritanrixHB + Hiberix (lyo) in Indian infants administered according to the EPI schedule,Vaccination,Diptheria
A randomized controlled trial of oral administration of tetanus toxoid (TT) versus tetanus and reduceddiptheria (Td) in pregnant women,Vaccination,Diptheria
Humoral immune response after post-chemotherapy boosterdiptheria-tetanus-pertussis vaccine in pediatric oncology patients,Vaccination,Diptheria
Clinical trials in the United States and Japan with the Lederle-Takeda and Takeda acellular pertussis-Diptheria-tetanus (APDT) vaccines. The Multicenter APDT Vaccine Study Groups,Vaccination,Diptheria
"Immunogenicity, safety, and memory of different schedules of Neisseria meningitidis A/C-Diptheria toxoid conjugate vaccine in infants in Niger",Vaccination,Diptheria
Simultaneous administration of hepatitis B anddiptheria/tetanus/polio vaccines,Vaccination,Diptheria
"Diptheria, tetanus and whole cell pertussis vaccine combined with hepatitis B vaccines: a comparison of two doses (10 microg and 5 microg)",Vaccination,Diptheria
"Safety and immunogenicity of a Haemophilus influenzae type B polysaccharide-tetanus toxoid conjugate vaccine combined withdiptheria, tetanus and pertussis vaccines in Thai infants",Vaccination,Diptheria
"Evaluation of the immunogenicity and reactogenicity of a DTPa-HBV-IPV Combination vaccine co-administered with a Hib conjugate vaccine either as a single injection of a hexavalent combination or as two separate injections at 3, 5 and 11 months of age",Vaccination,Diptheria
A new DTPw-HBV/Hib vaccine is immunogenic and safe when administered according to the EPI (Expanded Programme for Immunization) schedule and following hepatitis B vaccination at birth,Vaccination,Diptheria
"Interchangeability of twodiptheria and tetanus toxoids, acellular pertussis, inactivated poliovirus, Haemophilus influenzae type b conjugate vaccines as a fourth dose in 15-20-month-old toddlers",Vaccination,Diptheria
Phase I study of detoxified Escherichia coli J5 lipopolysaccharide (J5dLPS)/group B meningococcal outer membrane protein (OMP) complex vaccine in human subjects,Vaccination,E. coli
Efficacy of Haemophilus influenzae type b capsular polysaccharide vaccine on the incidence of epiglottitis and meningitis,Vaccination,Epiglottitis
"Concomitant administration of a virosome-adjuvanted hepatitis a vaccine with routine childhood vaccines at age twelve to fifteen months: a randomized controlled trial.[erratum appears in Pediatr Infect Dis J. 2007 Nov;26(11):1071 Note: Froesner, Gert [corrected to Foresner, Gert]; Schaetzl, Hermann M [corrected to Schatzl, Hermann M]]",Vaccination,Hepatitis
"[Evaluation of the reactogenicity and immunogenic potency of combined vaccine """"Bubo-Kok"""" in the immunization of children againstdiptheria, tetanus, pertussis and viral hepatit]",Vaccination,Hepatitis
"Evaluation of the immunogenicity and reactogenicity of a DTPa-HBV-IPV Combination vaccine co-administered with a Hib conjugate vaccine either as a single injection of a hexavalent combination or as two separate injections at 3, 5 and 11 months of age",Vaccination,Hepatitis
Hepatitis B vaccination associated with higher female than male mortality in Guinea-bissau: an observational study,Vaccination,Hepatitis
Use of lidocaine-prilocaine patch to decrease intramuscular injection pain does not adversely affect the antibody response todiptheria-tetanus-acellular pertussis-inactivated poliovirus-Haemophilus influenzae type b conjugate and hepatitis B vaccines in infants from birth to six months of age,Vaccination,Hepatitis
Safety and immunogenicity of two formulations of a hexavalentdiptheria-tetanus-acellular pertussis-inactivated poliovirus-Haemophilus influenzae conjugate-hepatitis B vaccine in 15 to 18-month-old children,Vaccination,Hepatitis
"A multicenter, prospective, open-label, non-comparative study to evaluate the immunogenicity and tolerance of a new, fully liquid pentavalent vaccine (DTwP-HepB-Hib vaccine)",Vaccination,Hepatitis
"Safety and immunogenicity of a hexavalentdiptheria-tetanus-acellular pertussis-inactivated poliovirus-Haemophilus influenzae b conjugate-hepatitis B vaccine at 2, 3, 4, and 12-14 months of age",Vaccination,Hepatitis
"Concomitant administration of a bivalent Haemophilus influenzae type b-hepatitis B vaccine, measles-mumps-rubella vaccine and varicella vaccine: safety, tolerability and immunogenicity",Vaccination,Hepatitis
Reactogenicity and immunogenicity profiles of a novel pentavalentdiptheria-tetanus-whole cell pertussis-hepatitis B and Haemophilus influenzae type B vaccine: a randomized dose-ranging trial of the Hib tetanus-conjugate content,Vaccination,Hepatitis
The quest for trials on the efficacy of human vaccines. Results of the handsearch of Vaccine,Vaccination,Hepatitis
The quest for trials on the efficacy of human vaccines. Results of the handsearch of Vaccine,Vaccination,Hepatitis
Primary vaccination with a new heptavalent DTPw-HBV/Hib-Neisseria meningitidis serogroups A and C combined vaccine is well tolerated,Vaccination,Hepatitis
"Immunogenicity and reactogenicity of twodiptheria-tetanus-acellular pertussis-hepatitis B-inactivated polio virus-Haemophilus influenzae type b vaccines administered at 3, 5 and 11-12 months of age",Vaccination,Hepatitis
Immunological priming of one dose of inactivated hepatitis A vaccine given during the first year of life in presence of maternal antibodies,Vaccination,Hepatitis
Primary vaccination of infants against hepatitis B can be completed using a combined hexavalentdiptheria-tetanus-acellular pertussis-hepatitis B-inactivated poliomyelitis-Haemophilus influenzae type B vaccine,Vaccination,Hepatitis
"Comparison of the reactogenicity and immunogenicity of a combineddiptheria, tetanus, acellular pertussis, hepatitis B, inactivated polio (DTPa-HBV-IPV) vaccine, mixed with the Haemophilus influenzae type b (Hib)",Vaccination,Hepatitis
"Assessment of the immunogenicity and reactogenicity of a quadrivalentdiptheria, tetanus, acellular pertussis and hepatitis B (DTPa-HBV) vaccine administered in a single injection with Haemophilus influenzae type b conjugate vaccine, to infants at 2, 4 and 6 months of age",Vaccination,Hepatitis
The effect of concurrent use of hepatitis B and Bacille Calmette-Guérin vaccination on anti-hepatitis B response,Vaccination,Hepatitis
"Safety and immunogenicity of a primary course and booster dose of a combineddiptheria, tetanus, acellular pertussis, hepatitis B and inactivated poliovirus vaccine",Vaccination,Hepatitis
"Antibody persistence, PRP-specific immune memory, and booster responses in infants immunised with a combination DTPa-HBV-IPV/Hib vaccine",Vaccination,Hepatitis
The immunogenicity and reactogenicity of DTPw-HBV/Hib 2.5 combination vaccine: results from four phase III multicenter trials across three continents,Vaccination,Hepatitis
"Safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated polio vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Hepatitis
Immunogenicity of a combined hepatitis B and Haemophilus influenzae type b conjugate vaccine in Alaska Native infants,Vaccination,Hepatitis
Impact of a birth dose of hepatitis B vaccine on the reactogenicity and immunogenicity ofdiptheria-tetanus-acellular pertussis-hepatitis B-inactivated poliovirus-Haemophilus influenzae type b combination vaccination,Vaccination,Hepatitis
"Administration of combineddiptheria and tetanus toxoids and pertussis vaccine, hepatitis B vaccine, and Haemophilus influenzae type b (Hib) vaccine to infants and response to a booster dose of Hib conjugate vaccine",Vaccination,Hepatitis
Avidity maturation of antibody to Haemophilus influenzae type b (Hib) after immunization withdiptheria-tetanus-acellular pertussis-hib-hepatitis B combined vaccine in infants (should the disease be Haemophilus Type B infection),Vaccination,Hepatitis
"Immunogenicity and safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated poliovirus vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Hepatitis
